review,Recommended IND
দূর শালা আবালদোয়া করলে পোয়া অয় নাকিখেলা আগে শিখ,abusive
দাদা আগের মতোন ছক্কা মারা চাই,excited
আশাকরি হেটারদের মুখে আবারো দাঁতভাঙা জবাব দিবেন,excited
মুখের হাসি ম্যাচ শেষেও থাকুক ব্যাটে থাকুক শুভকামনা ম্যান,happy
আশা করি অধিনায়ক মিথুন ভাই ভাল কিছু করবেন শুভ কামনা রইল,happy
সৌম্য দা এবার আশা করি ভালো কিছু করতে পারবেন,happy
যাই হোক মিটুন দার জন্য শুভকামনা রইলো আসা করি ভালো নেতৃত্বের মধ্যে দিয়ে চট্টগ্রামকে জয় যুক্ত করবে,happy
আমিই একমাত্র ব্যক্তি যে মনে প্রানে চাই সৌম্য আইপিএল সহ বিশ্বের নামীদামি লিগগুলো খেলুক,excited
তোরা দুইটা শুধু প্লেয়ার না লিজেন্ড একেকটা,happy
খুব আশা ছিলো দাদা চট্টগ্রামের দায়িত্ব আপনাকে দেওয়া হবে কিন্তুু তা হলো না,sad
সৌম্য ভাই আপনার খেলা দেখার অপেক্ষায় আছিলাভ ইউ,excited
শুভ কামণা রইল আসা করি ভালো কিছু করে দেখাবে উক্ত টুর্নামেন্টে ভালোবাসার অভিরাম সরকারদাদা,happy
মুখে হাসি বুকে বল তেজে ভরা মন শুভ কামনা রইলো দাদা,happy
মিঠুনকে অধিনায়ক হিসেবে মানতে পারছি না,angry
গুড ভালো কিছুর আসায় রইলাম অল দ্যা বেষ্ট,excited
তুই ভাই সারা বছর প্রেকটিস কইরাই যা মাগার ফারফর্মেন্স আর দেখালিনা,angry
সবাইকে শুভ দীপাবলী শুভ্র সতেজ আলোয় সব অন্ধকার দূর হয়ে যাকজগতের সকল প্রাণী সুখী হোক,happy
আপনার সকল ভক্তকে জানাই শুভ দীপাবলীর শুভেচ্ছা,happy
অন্ধকার সরিয়ে আলোয় আলোকিত করিয়ে শুভ দীপাবলীর শুভেচ্ছা,happy
উপর ওয়ালা সর্ব অবস্থায় সবার মঙ্গল করুক,happy
ঈশ্বর সকলের মনের আশা পূরণ করুক আপনি ফিরে পান আপনার সেরা ফর্ম,happy
শুভ দিপাবলী দাদা অাপনার ও মনের অাশা পূরণ হোক এটাই প্রত্যশা করি,happy
সকল আঁধার কেটে গিয়ে আলোয় আলোয় ভরে উঠুক সবার জীবন শুভ দীপাবলি,happy
ধন্যবাদ ও ভালোবাসা অভিরাম দাদা সবার আগে আপনার পোষ্টের জন্য অপেক্ষার ছিলাম,excited
শুভ বিজয়া দশমীর প্রীতি শুভেচ্ছা ও আন্তরিক ভালবাসা,happy
ওপার বাংলার সকলকে শুভ বিজয়ার প্রীতি ও শুভেচ্ছা,happy
সেইম পাঞ্জাবি আমারো আছে কিন্তু শাড়ি পড়ে পাশে দাড়িয়ে ছবি তোলার মতো কেউ নেই,sad
জাগতিক সকল বাঁধা বিপত্তি জয় করে মনের শক্তিকে মেলে ধরে এগিয়ে যাওয়ার শুভকামনায় আমার পরিবারের পক্ষ থেকে শারদীয় দুর্গাপূজার শুভেচ্ছা,happy
কোন ব্যাপার না দাদা সামনে টি টুয়েন্টি লিগের জন্য অনেক অনেক শুভকামনা রইল,happy
খেলাধুলা বাদ দিয়া ঘোড়ার ঘাস কাটেন এই লেভেলেও রান পান না কোথায় গিয়া রান করবেন যেরকম সুযোগ পাইছেন,angry
পাশে আছি দাদা সব সময় ভালো খেলবেন সামনে এই দুয়া করি,happy
শুভ মহা নবমি দাদা বৌদি এবং বিজয় দশমির অগ্রিম শুভেচ্ছ,happy
প্রাকটিসের ধার আর ফোকাস বৃদ্ধি করেনবোলারদের সম্পর্কে তীক্ষ্ণ নজর দেন শুভকামনা,happy
পৃথিবীটা মানুষের হোক ধর্ম থাকুক অন্তরে সময় হলে আযান হোক মসজিদে ঘন্টা বাজুক মন্দিরে,happy
সকল ধর্মের প্রতি আন্তরিকতা দেখানোই প্রকৃত ধার্মিক এর কাজ শারদ শুভেচ্ছা দাদা,happy
দাদা এই অবস্থা কেন ব্যাটিং এর,sad
মূর্তির খেয়াল রাখবা প্রেগন্যান্ট হয়ে যাবে কিন্তু,religious
দাদা আপনাকেও শুভ শারদীয় শুভেচ্ছা,happy
হ প্রেসেন্ডিসিয়াল কাপে ডাব্বা মাইরা আসছেন স্বাস্থ্য বিধি মেনে ধর্মীয় অনুষ্ঠান পালন কইরেন অন্যকেও তাগিদ দিয়েন,angry
ধর্ম বর্ণ নির্বিশেষে সবাইকে জানাই মনের গহীনের অন্তরিস্থল থেকে শারদীয় শুভেচ্ছা,happy
সোম্য ভাই আপনাকে দূর্গা পূজার অনেক শুভেচ্ছা,happy
দুগাপুজার শুভেচ্ছা দাদা জন্য এবং দাদার পরিবারের জন্য ধম যার যার উৎসব সবার,happy
সকলের প্রতি রইল আমার পক্ষ থেকে শারদীয়া শুভেচ্ছা,happy
সবাই প্রার্থনা করবেন যেনো আমরা এই মহামারী থেকে দ্রুত মুক্তি পাই,happy
সময় এখন চলো আল্লাহর অনুগত হই এবং আল্লাহর রাসূলের পথে জীবনকে বিলিয়ে দেই,happy
সবাই মিলেমিশে আসুন আমরা একে প্রতিরোধ করি,happy
ধর্ষণের শাস্তি যদি নু নু কাটা হয় তাহলে দেখবেন অধিকাংশ ছাত্রলীগেরই নু নু নাই,abusive
বিচার নেই আমাদের দেশে শুধু আছে তদন্ত কবর ছাড়া কোথাও আমাদের নিরাপত্তা নেই,sad
দেশ এখন দেশ নেই হয়ে গেছে সব জন্তু জানোয়ারের দেশ,angry
এদের কে এমন কঠিনভাবে মৃত্যু দেওয়া হোক যাতে কেউ এই ধরনের অপরাধ করতে ১০ বার ভাবে,angry
তুরা সেলিব্রেইটিরা কার বাল ছিড়স সরকার পতনের ডাক দে দেশ স্বাধীন কর আওয়ামীলীগের হাত থেকে,angry
দাদা ধন্যবাদ ধর্ষকদের কঠিন শাস্তি হোক ধর্ষকদের বিশেষ অঙ্গ জনসম্মুখে কাটা হোক,angry
দাদা যে দেশে মাটির মূর্তি নিরাপদে থাকতে পারে না সে দেশে একজন নারী কি ভাবে নিরাপদে থাকবে,sad
এই দেশের নাগরিক আমি সেটাই আমার বড় লজ্জা,sad
দেশের মধ্যে এগুলো কি শুরু হইছে,angry
সেরা ছবি ধন্যবাদ ভাই শুভ জন্মদিন প্রিয় ভাইয়ার সুস্থ থাকুক সবসময় আপনারা,happy
তুমি হারাদিন থুইয়া এই সন্ধ্যায় উইশ কর ক্যা,surprised
হ্যা দাদা তোমার সেই ড্যাসিং অ্যাগ্রেসিভ ব্যাটিং দেখতে চাই অনেক শুভকামনা ও শুভেচ্ছা রইল,happy
সব সময় ভালো খেলার প্রয়োজন এটা আমরা চাই,happy
কতো দিন আন্তর্জাতিক ম্যাচে তোমার এমন মাঠ কাপানো টর্নেডো বিধ্যংসি শর্ট দেখি না ভাই,excited
আর কতদিন আপনার খেলা না দেখে থাকব,sad
প্রাণের নেত্রী শেখ হাসিনার শুভ জন্মদিন,happy
ভারতের এবং আমার তরফ থেকে জন্মদিনের অনেক শুভেচ্ছা রইল ম্যাডাম ভালো থাকবেন আপনি ভালো থাকবে বাংলাদেশ,happy
দাদা সমস্যা নাই হিন্দু কোঠায় আপনাদের জন্য সব খোলা,religious
ধর্ষক এর গদিতে আগুন জ্বালাও একসাথে,angry
তৈরি হও আগামীর জন্য নেক্সট বিশ্বকাপ তোমার হাতে,excited
এসব শো অফ করে লাভ কি মাঠে নামলে মারবা শূন্যই,angry
বাল করো কোহলিকে দেখে কিছু শেখার চেষ্টা করো,angry
দাদা চালিয়ে যান দাদা ফল একদিন আসবে,excited
ভাই তোর আর তাম্মিম ভাই এর ওপেনিং টা খুব খুব মিস করছি,sad
দাদা এই ফিটনেস মাঠে দেখতে চাই,excited
ছক্কা আরো বেশি মারবেন এইবার আশা করি,excited
মাঠে কবে দেখবো দাদা তোমাকে সেই অপেক্ষায় থাকলাম,excited
টিশার্ট তো সুন্দর আছে ব্রো,happy
সাতক্ষীরা বাসীর পক্ষ থেকে ভালোবাসা রইলো,happy
জার্সিটা পছন্দ হইছে ভাবিরে বলিস ভালো ভাবে দুয়ে আমার জন্য রেখে দিতে,happy
আপনিই হবেন ভবিষ্যতে বিশ্বসেরা অলরাউন্ডারশুভকামনা বস,happy
দাদা প্রিয়ন্তী বৌদির অনূপেরনায় হলেও নিয়মিত ভালো খেলা দেখতে চাই,excited
জার্সিটা গায়ে না জড়ানোর আগ পর্যন্ত শান্তি লাগছেনা,sad
ভাই বল নয় ব্যাট হাতে দেখতে চাই,excited
সবাইকে মহালয়া এবং বিশ্বকর্মা পূজোর প্রীতি ও শুভেচ্ছা,happy
শুভ মহালায়ার আন্তরিক প্রীতি শুভেচ্ছা,happy
এই মহালয়ায় খুশি বয়ে যাক সবার ঘরেবাংলাদেশে ফিরে আসুক মৈত্রী,happy
মহালয়ার শুভেচ্ছা সৌম্য মা সবার মঙ্গল করুণ,happy
নমস্কার শুভ মহালয়া এবং মা দূর্গা পূজোর অগ্রীন শুভেচ্ছা,happy
দুজনের প্রতি শুভ কামনা রইল,happy
অথচ দুঃখ পাওয়া পূজার সংখ্যা কম নয়,sad
তোমাদের দুজনকে আমাদের দুজনের খুব ভালোলাগে,happy
বৌদি সহ আপনাকে খুব সুন্দর লাগতেছে দাদা,happy
সোনা তো দুরের কথা কেউ লোহা বলে ও ডাকলো না আজ সিংগেল বলে কি কষ্ট,sad
কি এক বালের বিয়ে করছে আছে শুধু তার প্রচারএসব বাদ দিয়ে খেলায় মন দেন,angry
আর কত এই রিছিফশন চুদাইবেন মিয়া খেলায় মনোযোগ দেন সেখানে তো বাল্ডাও পারোনা,abusive
অসাধারণ হয়েছে দাদা বৌদি আর আপনাকে একসাথে অনেক সুন্দর লাগছে শুভকামনা রইল,happy
ঈশ্বরের আর্শীবাদে আপনি সুস্থ থাকবেন দাদা,happy
ভাই প্রথম ম্যাচে ১০০ করবেন প্লিজ,excited
আশা করি ফলাফল যেনো ভালো হয়,happy
আস্তা আর ভালবাসা অটুট রইলো আশা করি কিছুই হবে না,happy
তোমার সবকিছুতেই নেগেটিভিটি খেলার অবস্তাও এরকম,angry
সামনে এইবার মাঠ কাপাতে হবে,excited
বস সন্ধার সময় আপনার বাসার নিচ তালায় অনেকক্ষণ ছিলাম আপনার অপেক্ষায়আপনার সাথে দেখা করতে,excited
অবশ্যই নেগেটিভ আসবে বস শুভকামনা রইল,happy
ছোট ভাই সৌম্য দা দারুণ লাগছে চট্টগ্রাম থেকে অনেক শুভকামনা ভবিষ্যতের জন্য শুভেচ্ছা রইল,happy
প্রিয় দুজন মানুষ একসঙ্গে শুভ জন্মদিন কাঁটার মাস্টার,happy
দুইজনই আগামী দিনের কান্ডারি হবে,excited
দুইজনকে অসাধারণ লাগতেছে ভালো লাগার দুইজনকে একসাথে দেখে আরো ভালো লাগতেছে,happy
দাদা রা ভাল থাকো এটাই আমার আর্শিরবাদ,happy
উইশটা সুন্দর লেগেছে দেশী বলে সম্বোধন কাছের কাছের মনে হয়েছে,happy
ভাই তোমাদের দুই জনের জন্য বাংলাদেশ এতটুকু পর্যন্ত আসছে,happy
বিয়াডা না করলে উয়িশ করতামবিয়া কইরা মনডা ভাইঙ্গা দেছো তাই উয়িশ করল্লাম না,sad
কলিজা গুলারে দেখলে মনটা ভরে যায়,happy
দুজনকে দারুন মানিয়েছে পূজা ভাবিকে একটু বেশিই ভালো লাগে ভবিষ্যত দাম্পত্য জীবনের জন্য শুভকামনা রইলো,happy
এভাবেই জেনো সারাজীবন দেখতে পাই অনেক দোয়া ও শুভকামনা রইলো বস,happy
ভাবি টাকে এতো ভালো কেনো লাগে জানিনা,happy
দুইজনেই দুজনের জন্য পারফেক্টদাম্পত্য জীবন সূখী হোক,happy
এক পিস বোনাসি মাল যে বা যারা এর সমর্থক এরা বড় বড় ভুদাই,abusive
ভাইয়াকে আর ভাবিকে অনেক সুন্দর লাগছে,happy
দাদা বিয়ে মানি না কাচ্চির ট্রিট টা পাইলাম না,sad
মন দিয়ে প্রাক্টিচ কর ভাই আগামীর জন্য শুভকামনা রইলো,happy
তর খেলা দেখারর অপেক্ষায় আমি,excited
চমৎকার ছবি দাদাদারুন লাগতাছে,happy
আধিখ্যেতা ছাড়া কিছুই নয় মোস্তাফিজের অভিষেকের ম্যাচে যেদিন ইচ্ছে করে মোস্তাফিজকে ধাক্কা দিয়েছিল সেদিন থেকে তাকে ভীষণ ঘৃণা করি,angry
আর হয়তো দেখা যাবে না উইকেটের পেছনে দাঁড়িয়ে ম্যাচ জেতানোর কারিশ্মা,sad
ভারতীয় ক্রিকেটে ধোনির অবদান অপরিমেয় ভারতীয় ক্রিকেট দল ধোনির অভাববোধ করবে অনেক দিন ক্রিকেট প্রেমীদের জন্য ধোনির অবসর সত্যিই বেদনাদায়ক,sad
সত্যি খুব মিস করবো ধোনির সেই শর্ট গুলো,sad
সত্যি আমার খুব কষ্ট হচ্ছে আমার একজন প্রিয় খেলোয়াড় আমি খুব মিস করবো,sad
আসলেই সে একজন বিশ্বমানের খেলোয়ার ছিলোক্রিকেট তাকে সবসময় মিস করবে,sad
১০ রান করতে পারেনা আবার ডং দেখায়,angry
তোমার সাউয়ার খেলা মোটেও ভাল লাগেনা,abusive
প্রকৃত হিন্দু তো সে ই যে চক্রধারী শ্রীকৃষ্ণের অাদর্শ বুকে ধারণ করে অার বংশীধারী শ্রীকৃষ্ণের পূজা করে শুভ জন্মাষ্টমী,religious
আর ২৩মাস ভাই এরপর সাকিব ভাইসহ সবাই ফিরবেন ইনশাআল্লাহ,excited
দাদা বডি হালকা হয়ে যাচ্ছে কেন,surprised
দাদা কি গোফ রেখে দিলেন শিখর ধাওয়ানের মতো,surprised
দাদা চমৎকার হয়ছে পিকটা লুকিং সো বিউটিফুল,surprised
ভাই গুফ গুলা খাইটা পেল নতুল বিয়ে করছো বউকে একটু শান্তি মত চুষতে তো দিবা নাকি সারাদিন ঐইটা চুষতে দাও,abusive
৫ ১০ রান করে আউট চুতাও কেন সব সময় এটা জানতে চাই,abusive
আপনার জার্সি নম্বর ৫৯ এর রহস্যটা কি,surprised
প্রতি বছরেই এই অনুষ্ঠানে অংশগ্রহণ করতাম কিন্তু এবছর আর হলো না,sad
বাহঃ ভালো লাগলো কমেন্ট সেকশন দেখে৷ অবস্থার পরিবর্তন হচ্ছে এটা স্থায়ী হলেই হয়৷ সবাইকে রথ যাত্রার শুভেচ্ছা৷,happy
যারা নিজের বিবেক বুদ্ধি হারিয়েছে তাঁরাই মূর্তি পূজা করে ভগবৎ গীতা অধ্যায় ৭ অনুচ্ছেদ ২০ নম্বর,religious
খাতা কলম নিয়ে বসছি আজকে চুতিয়া মোল্লারা হাদিস এর মেলা বসাবে এক সাথে ফাজেল পাস করে ফেলব,abusive
মানুষ রুপ শুকরের বাচ্ছা দেখতে চান দেয়া লোকজন দেখেন,angry
যতগুলা গরুর বাচ্চা এখানে এসে হাসির রিয়েক্ট মারবে এই সব গুলার বাবা ছিল জোর পূর্বক পাকিস্তানি,angry
দেশে যেহাদী মৌলবাদি বেড়ে গেছেওদের সবকিছুতে চুলকানি তা বলছি চুলকানোর অার জায়গা পাচ্ছিসনা এখানে কেনো অাসছিস,angry
কিছু অজাত কুজাত এখানে আসবে স্বাভাবিকযাদের জন্মের ঠিক নাই,abusive
যাদের পশ্চাতদেশে অনেক কারেন্ট তারা এটা ইগনোর করলেই পারতেন ইসলাম আমাদের এসব শিক্ষা দেয়নি,religious
দিন শেষে সুন্দর দৃশ্য হচ্ছে কিছু অমানুষের বিরুদ্ধে হিন্দু মুসলিম এক হয়ে লড়ছে সবার জন্য শুভ কামনা,happy
রাস্তার কুকুর চিল্লাচিল্লি করবেই পাত্তা দিতে নেই জয় জগন্নাথ,abusive
শান্তিকামী ভাইদের দাওয়াত দেখে বুঝা যায় উগ্রতা কাকে বলেএরা আবার শান্তির মানুষ দাবি করে লজ্জা বলতে এদের কিছুই নাই,angry
মাশরাফির দ্রুত সুস্থতা কামনা করছি এবং দোয়া করি আল্লাহ যেন আমাদের সবাইকে এই করোনা ভাইরাস থেকে হেফাজতে রাখেন,happy
আল্লাহ্ সহায় হোন সবাইকে রহম কর,happy
এত ব্যায়াম আর ফিট হয়ে লাভ কি রানতো সেই দুই ঘরের কোঠায় পৌঁছায় নাহ,angry
এতো প্ররিশ্রম পরেন তার পরেও কেন আপনাদের বোডি হয়না দাদা,sad
বিদায় কিংবদন্তি বিদায় মেরাডোনা,sad
২০১৩ সালের বিপিএলে সেঞ্চুরী করে উদযাপন,happy
২০১৩ সালে বিসিএল প্রথম শ্রেণী এর ফাইনালে বল হাতে হ্যাট্রিক করে মোহাম্মদ আশরাফুলের উল্লাস,happy
ইনশাআল্লাহ ভালো কিছু উপহার দেওয়ার চেষ্টা করবো,excited
ভাই এগুলা দেখতে দেখতে বিরক্ত হচ্ছি দয়া করে একটু পারফরম্যান্স করেন,angry
শুভ কামনা ভাই আপনার ব্যাট হাসার অপেক্ষায় আছি,happy
ভাই খেলার সময় ভয়ে ভয়ে খেলেন কেন,surprised
হৃদয়ে আশরাফুল ভাইআগামী ম্যাচের জন্য শুভ কামনা রইলো,happy
ভাই আপনি শুধু মাঠে কতখন থাকবেন এটাই আমাদের প্রত্যাশা,excited
ভাই আগামী ম্যাচের জন্য শুভ কামনা ফিল্ডার দেইখা পিডাইবেন,happy
দোয়া করি প্রাণপ্রিয় ভাই মোহাম্মদ আশরাফুলের জন্য আপনি আরো এগিয়ে যান সেই প্রত্যাশা করি,happy
সামনের ম্যাচ এ ৫০ রান করতে হবে বস,excited
ভাই আপনি জন্য অনেক কষ্ট লাগে,sad
শুভকামনা প্রিয় আশরাফুল ভাইআগামী ম্যাচে ভালো কিছুর অপেক্ষায় আছি,excited
কেন জানি আপনাকে এত ভালো লাগে,happy
আল্লাহ কাছে একটা চাওয়া আশরাফুল ভাই জেনো পরে মেচ গুলা ভাল খেলতে পারে,happy
এই আউট টা আমি মানতে পারতাছি না ভাই,sad
আপনার রানআউটটা খুব বাজে ছিলোবল না দেখে এভাবে কেউ দোড়ায়,angry
পরবর্তী ম্যাচের জন্য শুভ কামনা আসা করি ভালো কিছু হবে ইনশাল্লাহ,happy
আপনার এমন রান আউটে আমরা বেদনাহত,sad
আজকে আশরাফুলের আউট খুবই হতাশাজনক খুব খারাপ লাগতেছে যাইহোক সামনে ম্যাচের জন্য শুভকামনা,sad
একজন অভিজ্ঞ ব্যাটিংয়ের এমন ভুল মেনে নেওয়া যায়না,angry
ধ্যাত তেরেকি খুব কষ্ট পেলাম,sad
খেলার আগে ভাবতেছিলাম রানআউট কোন ভাবেই যাতে না হয় কিন্তু কি দুর্ভাগ্য সেই রানআউটি হলো,sad
ইসসস আউট টা হওয়াই মনে খুব কষ্ঠ পাইলাম,sad
কেন মাশরাফি ভাইয়ের ভাগ্য খারাপ,sad
আশরাফুল আবারও আশার ফুল হয়ে ফিরে আসবে ইনশাআল্লাহ্ শুভ কামনা আশরাফুলের জন্য,excited
ভাই দোআ ও শুভকামনা রইলো সামনে আরও এগিয়ে যান,happy
শুধু আশরাফুল ভাইয়ের জন্য রাজশাহীর সাপর্ট করি,happy
ম্যাচ জিতিয়ে মাঠ ছেড়েছেন আশরাফুল ভাই,happy
সাবাস মোহাম্মদ আশরাফুল কোটি মানুষের ভালোবাসা আপনার সাথে আছে সবসময়,happy
দোয়া ও শুভ কামনা রইলো সামনে আরও এগিয়ে যান,happy
এই জার্সিতে আরেক বার দেখার আশা রাখি জলে উটো আপন শক্তিতে প্রিয় ভাই,excited
পূর্বের সেই আশরাফুলকে দেখতে চাই শুভ কামনা সবসময়,excited
শুধুই আশরাফুল ভাইয়ের জন্য ঢাকার হয়েও রাজশাহী অনেক বেশি ভালোবাসি তোমায়,happy
হ্রদ রোগে আক্রান্ত হয়ে ৬০ বছর বয়সে মারা গেলেন আর্জেন্টিনার বিশ্বকাপ জয়ী দিয়াগো ম্যারাডোনা,sad
খুব মিস করব বস তুমি রয়ে যাবে লাখো ভক্তের হৃদয়ে,sad
লিজেন্ড এর মৃত্যুতে গভীর শ্রদ্ধা প্রকাশ করছি,sad
যার খেলা দেখে ফুটবল প্রেমে পড়ে যাই সেই দিয়েগো ম্যারাডোনার মৃত্যুতে শোকাহত আমি,sad
বিদায় ফুটবলের রাজপুত্র তোমাকে পৃথিবী অনেকদিন মনে রাখবে,sad
আপনাকে ছন্দে ফিরিয়ে দেখার জন্য অপেক্ষা করছি ভাই,excited
বিদায় হে কিংবদন্তি মেরাডোনা,sad
তুমি রবে নীরবে তুমি যেভাবে ছিলে বিদায় লিজেন্ড,sad
বিদায় মহাতারকা ম্যারাডোনা ফুটবল মিস করবে আপনাকে সবসময়,sad
আফসোস ম্যারাডোনা ঈমান নিয়ে মরতে পারলো না,sad
আপনি ভালো কিছু করবেন সে অপেক্ষায় আছি,excited
আপনার ক্যাচটা খুবই দুঃখজনক শুভ কামনা আগামী ম্যাচের জন্য,sad
অভিনন্দন ভাই আসা করি পরের ম্যাচ ভালো করবেন,happy
পরবর্তী খেলাগুলোতে আরোও ভালো খেলবেন এটাই প্রত্যাশা,excited
জয়টা আপনার হাত ধরে দেখতে চাই,excited
ভাই পরের খেলায় ভালোভাবে খেইলেন পুরো দেশ আপনার দিকে তাকিয়ে থাকে,excited
রাজশাহী হারলেও খারাপ লাগতো নাকিন্তু আপনে খারাপ খেলার কারনে কষ্ট লাগতাছে,sad
অভিনন্দন রাজশাহী টিম কেআশরাফুল ভাই আগামী ম্যাচে ভালো খেলার চেষ্টা করবেন আপনি,happy
খুব তো কথা বলেনমাঠের পারফরম্যান্সে পারলে দেখান,angry
আশরাফুল হতাশার কিছু নেই ইনশাআল্লাহ ভালো আমরা করবো,happy
এত বাজে খেললেন কেনো ভাই আশা রাখি পরের ম্যাচের জন্য,angry
এইদিকে আশরাফুল যে ডাব্বা মারছে,angry
আশরাফুল নেক্সট ম্যাচে ভালো করবে আশাবাদী,happy
মাত্র ০৫ রান করেছেন হতাশ করছেন আপনি শুভ কামনা রইলো,sad
আবারও জাতীয় দলে আশরাফুলকে দেখতে চাই,excited
বস আপনার জন্য রাজশাহী সাপোর্ট করি আশা করি পরের ম্যাচ গুলো ভালো খেলবেন,happy
এতো ভালো একটা শর্ট ছিলোদূর্ভাগ্য,sad
হতাশ করলেন ভাই বাট আশা হারাচ্চিনা প্লিজ ভালো কিছু করেন পরবর্তী ম্যাচের জন্য,sad
মেন্টালিটি কিছু করছে আশা করি সামনে ম্যাচে ভালো ভাবে কাম ব্যাক করবে,excited
ভাই আজকের খেলায় জিতবেন ইনশাআল্লাহ্,happy
ভেঙ্গে পড়বেন না ভাই এগিয়ে যান আশা করি ভালো কিছু হবে ইনশাআল্লাহ,happy
ভাই এতদিন পর এসে মাত্র ৫ রানে আউট হইয়ে গেলেনঅনেক খারাপ লাগছে,sad
সমস্যা নাই আজকের ম্যাচে ৫ রান হইছে তো কী হইছেইনশাআল্লাহ আগামী ম্যাচে ৫০হবে,excited
আপনার ভাগ্য খারাপ ভালো শট খেলেছেন কিন্তু নাইম শেখের ক্যাচ ছিলো দুর্দান্ত,sad
আউট কিন্তু ক্যাচ টা অসাধারণ ছিলোপরের ম্যাচের জন শুভ কামনা ভাইয়া,happy
অপ্রত্যাশিত ক্যাচ ধরছে নাইম শেখ কিন্তু শর্ট ভালে ছিল,happy
ভাই অসাধারণ একটা শট খেলছিলেন,happy
এমন একটা হাসি দেখার জন্য কতোদিন অপেক্ষা করা,excited
আমার প্রথম ভালোবাসা আমার সুপারষ্টার আমার চোখের জল দিনশেষে আমার প্রিয় মানুষ,happy
শট ভালো ছিলো তবে নাইম শেখ অসাধারণ ক্যাচ নিল নেক্সট ম্যাচে ইনশাআল্লাহ ভালো কিছু হবে,happy
মনে প্রাণে চাই আপনি বঙ্গবন্ধু টি ২০ লিগে প্রথম সেঞ্চুরি টা যেনো আপনার বেটে আশে,excited
আপনি একমাত্র বাংলাদেশের খেলোয়াড় যাকে এতদিন না খেলার পরেও সবাই এত ভালোবাসে,happy
আপনার আগের সেই আশরাফুল নামক শর্ট টা কি দেখতে পাব,excited
ভালো বাসা অবিরাম থাকবে চিরকাল সামনের দিন গুলোর জন্য শুভ কামনা রইলো,happy
পূ্র্ণ মনোযোগ দিয়ে খেলবেন আজেবাজে শট দিতে গিয়ে আউট হলে খুব বিরক্ত লাগে,angry
সব সময়ই দোয়া থাকবে ভাই আপনার জন্য আবারও লাল সবুজের জার্সি গায়ে আপনাকে দেখতে চাই,excited
এবার বঙ্গবন্ধু টিটোয়েন্টি তে সেরাদের সেরা হবে আমাদের ভালোবাসার আশরাফুল ভাই,excited
ভাই আপনাকে আবারো জাতীয় দলের জার্সি গায়ে দেখতে চাই,excited
অপেক্ষায় রইলাম বস পুরনো ঝলক নতুন করে দেখার,excited
এই সুযোগ টা ভালো ভাবে কাজে লাগান প্রিয় আশরাফুল,happy
তোমাকে আবার জাতীয় দলে দেখতে চাই,excited
এই টুর্নামেন্টে আশার ফুল হয়ে ফুটবেন এটাই কামনা করি,excited
সেই আগের আশরাফুল ভাইকে আমরা দেখতে চাই,excited
এটাই সুযোগ স্যার এবার প্রমান করে লাল সবুজ জার্সিতে চলে আসবেন ইনশাআল্লাহ,excited
রাজশাহী যদি সাপোর্ট করিশুধু মাত্র আপনার জন্য শুভ কামনা রইলো,happy
এটাই আপনার নিজেকে তুলে ধরার সময় শুভকামনা,happy
আশাকরি খেলা অনেক ভাল হবে মোহাম্মাদ আশরাফুল ভাই আবার গুরে দাড়াবে ক্রিকেটে,excited
শত কষ্টের মাজেও একটু হাসির চেষ্টা,happy
একটা সেঞ্চুরি দেখতে চাই ভাই,excited
অধির আগ্রহে অপক্ষা করছি সেই ব্যাট দেখব বলে,excited
বাংলাদেশ টিমের সর্বপ্রথম ভালো লাগা আশরাফুল জাতীয় দলে আবার দেখতে চাই,excited
আমরা আগের আশরাফুল বাইকে দেখতে চাই জাতিয়দলে কেপটেন হিসেবে,excited
পুরা বাংলাদেশ আপনার দিকে তাকিয়ে আছে ভাই আপনার বেটের জলক দেখার জন্য,excited
আশাফুল ভাইয়ের জন্য শুভ কামনা রইলো,happy
বস আশরাফুলকে দেখে ভালো লাগতেছে অনেকআমরা আপনার প্রত্যাবর্তনের অপেক্ষায় আছি,excited
অপেক্ষার প্রহর শেষে কাঙ্খিত সুযোগ অনেক অনেক শুভকামনা রইল প্রিয় খেলোয়ারটির জন্য,excited
সুন্দর এরকম ফটোসেশান ভবিষ্যতে আরো দেখতে চাই অ্যাশ৯৮,excited
আশা রাখি সামনে ভালো কিছু করবেন আপনার কান্নাটা ভুলতে পারি না ভাই,sad
অনেক দোআ ও শুভকামনা রইলো স্যার,happy
বস ভালোবাসা রইল শুভেচ্ছা রইল অনেক আশা রইল আপনি ভালো কিছু করবেন ইনশাআল্লাহ,happy
আশা করি আপনি আবার আগের রুপে ফিরে আসবেন দোয়া রইলো,happy
ফিরে আসুন পুরাতন রুপেশুভ কামনা,excited
অবশ্যই টেস্টের ৫ম দিনে সেঞ্চুরি করা অনেক বেশি কষ্টসাধ্য ব্যাপার,sad
সবকিছু ঠিকঠাক ছিলো৷ বাট লোভে পাপ আর পাপে ক্যারিয়ার ধ্বংস,sad
নতুন রূপে নতুন সাজে পুরানো আশরাফুল ফিরবে এটাই প্রত্যাশা শুভকামনা রইলো আগামীর জন্য,excited
ভাই আবার সব ফরমেট এ দেখতে চাই আশা টা পূর্ণ ইনশাআল্লাহ,excited
আশাবাদী রাজশাহী কে একাই টেনে নিতে পারবে বঙ্গবন্ধু কাপে ফাইনালে,excited
